1 1:0.317300 2:0.143900 3:0.465200 4:0.267200 5:0.471800 6:0.373200 7:0.422400 8:0.318600 9:0.542200 10:0.299800 11:0.466100 12:0.266000
1 1:0.478400 2:-0.003000 3:0.745600 4:0.002300 5:0.730900 6:0.136400 7:0.696600 8:0.059300 9:0.760000 10:0.118700 11:0.720500 12:0.035400
1 1:0.723000 2:0.289700 3:1.061700 4:0.539900 5:1.291800 6:0.511800 7:1.153700 8:0.430700 9:1.208600 10:0.642700 11:0.957100 12:0.662000
1 1:0.170300 2:0.223400 3:0.267700 4:0.347700 5:0.273400 6:0.432400 7:0.122200 8:0.521300 9:0.233300 10:0.492600 11:0.204400 12:0.421500
1 1:0.474100 2:0.296500 3:0.750200 4:0.449900 5:0.768700 6:0.615000 7:0.686200 8:0.528200 9:0.835700 10:0.557300 11:0.629200 12:0.591200
1 1:0.886400 2:0.001600 3:1.375200 4:0.020200 5:1.571500 6:0.010500 7:1.415500 8:-0.031900 9:1.655200 10:-0.061900 11:1.409500 12:-0.027200
1 1:0.501300 2:0.097100 3:0.774900 4:0.159900 5:0.871600 6:0.194600 7:0.798600 8:0.130400 9:0.887400 10:0.197400 11:0.699100 12:0.249900
1 1:0.079000 2:0.526700 3:0.086900 4:0.869700 5:0.167100 6:0.911500 7:0.058800 8:0.903500 9:0.068700 10:1.042700 11:0.080800 12:0.878900
1 1:0.636100 2:0.081600 3:0.948900 4:0.188100 5:1.033400 6:0.263000 7:0.960100 8:0.171500 9:1.003700 10:0.319100 11:1.146200 12:-0.048300
1 1:0.220200 2:0.153600 3:0.361000 4:0.220900 5:0.580600 6:0.050000 7:0.361100 8:0.224100 9:0.418400 10:0.255000 11:0.444200 12:0.125100
1 1:0.846300 2:0.147500 3:1.383300 4:0.165900 5:1.409400 6:0.387100 7:1.236000 8:0.342400 9:1.439400 10:0.377500 11:1.240400 12:0.331500
1 1:0.279500 2:0.591800 3:0.438200 4:0.926100 5:0.511900 6:1.035300 7:0.469300 8:0.891400 9:0.557700 10:1.006300 11:0.382700 12:0.989700
1 1:0.748000 2:0.272300 3:1.088900 4:0.523400 5:1.335700 6:0.480700 7:1.197500 8:0.395400 9:1.335600 10:0.513500 11:1.092100 12:0.516200
1 1:0.292000 2:0.089000 3:0.425600 4:0.174700 5:0.470400 6:0.220100 7:0.492500 8:0.096800 9:0.469100 10:0.229200 11:0.442600 12:0.153900
1 1:0.538000 2:0.469700 3:0.740700 4:0.862800 5:0.788500 6:1.048800 7:0.712400 8:0.896900 9:0.939000 10:0.904100 11:0.731900 12:0.875400
1 1:0.278800 2:0.194700 3:0.415300 4:0.333000 5:0.449300 6:0.403300 7:0.363300 8:0.390600 9:0.454400 10:0.410600 11:0.318200 12:0.439700
1 1:0.236800 2:0.455000 3:0.468600 4:0.590500 5:0.576200 6:0.622400 7:0.461400 8:0.599800 9:0.542400 10:0.683300 11:0.550900 12:0.495900
1 1:0.118600 2:0.516600 3:0.275400 4:0.701700 5:0.371600 6:0.726600 7:0.192700 8:0.801700 9:0.262400 10:0.873900 11:0.358500 12:0.602700
1 1:0.352100 2:0.384400 3:0.598400 4:0.550400 5:0.643800 6:0.668800 7:0.658600 8:0.478400 9:0.696400 10:0.626400 11:0.505300 12:0.658300
1 1:0.120600 2:0.517700 3:0.295700 4:0.681500 5:0.274200 6:0.848500 7:0.206400 8:0.786500 9:0.321300 10:0.810400 11:0.237400 12:0.750000
1 1:0.446000 2:-0.019600 3:0.700900 4:-0.029600 5:0.720600 6:0.057700 7:0.641500 8:0.041500 9:0.769300 10:0.015200 11:0.725800 12:-0.059500
1 1:0.333600 2:0.359900 3:0.507400 4:0.579300 5:0.656100 6:0.565700 7:0.626600 8:0.434300 9:0.660400 10:0.579600 11:0.610600 12:0.454900
1 1:0.292300 2:0.557900 3:0.370400 4:0.982900 5:0.355800 6:1.191800 7:0.335100 8:1.025100 9:0.317600 10:1.266500 11:0.361900 12:0.987600
1 1:0.083800 2:0.148100 3:0.160400 4:0.194300 5:0.251400 6:0.139900 7:0.207900 8:0.138400 9:0.230900 10:0.170600 11:0.179600 12:0.172800
1 1:0.830600 2:0.095300 3:1.104800 4:0.381800 5:1.345200 6:0.336000 7:1.102500 8:0.384600 9:1.274300 10:0.442500 11:1.127500 12:0.354700
1 1:0.154600 2:0.417100 3:0.211900 4:0.686800 5:0.201700 6:0.835500 7:0.312000 8:0.570400 9:0.286500 10:0.747300 11:0.210100 12:0.693200
1 1:0.693000 2:0.140700 3:1.015300 4:0.302000 5:1.114100 6:0.399000 7:1.070600 8:0.237000 9:1.106800 10:0.425100 11:1.041400 12:0.275100
1 1:0.237900 2:0.408500 3:0.386300 4:0.624200 5:0.383400 6:0.774100 7:0.379400 8:0.633300 9:0.321000 10:0.870700 11:0.365100 12:0.648200
1 1:0.218800 2:0.336900 3:0.366900 4:0.501000 5:0.311200 6:0.696000 7:0.237500 8:0.653700 9:0.334500 10:0.677700 11:0.279700 12:0.603100
1 1:0.626700 2:0.414200 3:0.955200 4:0.679500 5:1.028300 6:0.843700 7:0.968900 8:0.665500 9:1.223900 10:0.647400 11:0.920200 12:0.722600
1 1:0.518400 2:0.228300 3:0.530000 4:0.688400 5:0.745600 6:0.617100 7:0.613600 8:0.592800 9:0.767800 10:0.613000 11:0.670500 12:0.520200
1 1:0.277100 2:0.493400 3:0.455700 4:0.744800 5:0.453300 6:0.926100 7:0.363300 8:0.851900 9:0.358900 10:1.055700 11:0.443200 12:0.758500
1 1:0.642000 2:0.171200 3:0.858700 4:0.443200 5:0.946100 6:0.542400 7:1.049100 8:0.222000 9:1.132600 10:0.347500 11:0.911300 12:0.381500
1 1:0.407200 2:0.365900 3:0.508500 4:0.729600 5:0.593600 6:0.811700 7:0.602800 8:0.618900 9:0.559800 10:0.876500 11:0.607600 12:0.614800
1 1:0.352200 2:0.386800 3:0.520100 4:0.637700 5:0.552200 6:0.777600 7:0.507600 8:0.655300 9:0.625800 10:0.710500 11:0.451500 12:0.719600
1 1:0.280800 2:0.256300 3:0.448800 4:0.387300 5:0.579600 6:0.361500 7:0.480600 8:0.348500 9:0.599900 10:0.351800 11:0.477400 12:0.354500
1 1:0.158100 2:0.371300 3:0.327400 4:0.483700 5:0.273100 6:0.674000 7:0.418700 8:0.373100 9:0.372100 10:0.565000 11:0.340100 12:0.467300
1 1:0.115700 2:0.393200 3:0.223300 4:0.568400 5:0.313600 6:0.574000 7:0.222100 8:0.567300 9:0.169700 10:0.759500 11:0.193600 12:0.600200
1 1:0.417800 2:0.516800 3:0.540700 4:0.943800 5:0.652300 6:1.029500 7:0.621400 8:0.846600 9:0.765900 10:0.921200 11:0.544400 12:0.939100
1 1:0.240500 2:0.412400 3:0.376400 4:0.642700 5:0.499900 6:0.647500 7:0.411700 8:0.597800 9:0.472800 10:0.694400 11:0.434900 12:0.575100
1 1:0.502400 2:0.563900 3:0.732800 4:0.949200 5:0.870700 6:1.036400 7:0.617400 8:1.084500 9:0.803700 10:1.142800 11:0.779400 12:0.895800
1 1:0.258700 2:0.330000 3:0.355800 4:0.574100 5:0.422800 6:0.635700 7:0.322600 8:0.619000 9:0.436600 10:0.630800 11:0.308800 12:0.629500
1 1:0.595700 2:0.438700 3:0.809100 4:0.839400 5:0.916100 6:0.963500 7:0.771800 8:0.881400 9:1.003700 10:0.889800 11:0.704300 12:0.960400
1 1:0.836400 2:0.032700 3:1.186400 4:0.196800 5:1.436000 6:0.122600 7:1.236400 8:0.144200 9:1.383800 10:0.211000 11:1.171300 12:0.217700
1 1:0.447800 2:-0.001400 3:0.650100 4:0.061100 5:0.777100 6:0.025900 7:0.671700 8:0.030600 9:0.762700 10:0.052500 11:0.649300 12:0.057200
1 1:0.337600 2:0.520600 3:0.402200 4:0.962600 5:0.652600 6:0.863500 7:0.559300 8:0.776300 9:0.571300 10:0.985600 11:0.601800 12:0.724200
1 1:0.343100 2:0.387200 3:0.526200 4:0.618100 5:0.592500 6:0.716900 7:0.617600 8:0.515200 9:0.612600 10:0.710700 11:0.499600 12:0.655400
1 1:0.473500 2:0.029500 3:0.614900 4:0.200300 5:0.781500 6:0.128800 7:0.632200 8:0.179400 9:0.687400 10:0.257500 11:0.604600 12:0.209900
1 1:0.495800 2:0.144300 3:0.897000 4:0.084200 5:0.867900 6:0.284300 7:0.725800 8:0.289800 9:0.860600 10:0.307600 11:0.793400 12:0.210100
1 1:0.773400 2:0.310800 3:1.078300 4:0.641800 5:1.267100 6:0.688700 7:1.212800 8:0.484400 9:1.260900 10:0.724100 11:1.197800 12:0.502700
1 1:0.177200 2:0.711200 3:0.310300 4:1.079600 5:0.255100 6:1.339400 7:0.233800 8:1.168600 9:0.307500 10:1.305000 11:0.243700 12:1.153100
1 1:0.223100 2:0.216000 3:0.365200 4:0.317700 5:0.353800 6:0.435500 7:0.371400 8:0.308200 9:0.394500 10:0.401100 11:0.386600 12:0.294900
1 1:0.172100 2:0.218300 3:0.281900 4:0.328000 5:0.355700 6:0.336400 7:0.233800 8:0.384700 9:0.326600 10:0.377500 11:0.229500 12:0.390900
1 1:0.303900 2:0.082500 3:0.503200 4:0.100100 5:0.631300 6:0.042000 7:0.544300 8:0.048100 9:0.618700 10:0.070400 11:0.580200 12:0.005800
1 1:0.306500 2:0.480200 3:0.544000 4:0.674500 5:0.524600 6:0.879500 7:0.465200 8:0.769400 9:0.563900 10:0.857000 11:0.473500 12:0.758700
1 1:0.173700 2:0.102000 3:0.221800 4:0.224300 5:0.302500 6:0.194000 7:0.242100 8:0.197300 9:0.273800 10:0.234500 11:0.194000 12:0.258500
1 1:0.405200 2:0.313100 3:0.678300 4:0.443600 5:0.769900 6:0.507100 7:0.649900 8:0.477500 9:0.850000 10:0.431400 11:0.718200 12:0.395900
1 1:0.296400 2:0.283900 3:0.353200 4:0.577300 5:0.432900 6:0.618700 7:0.332200 8:0.602500 9:0.420400 10:0.656600 11:0.317500 12:0.618100
1 1:0.006700 2:0.598100 3:-0.066500 4:1.033500 5:-0.027400 6:1.112100 7:0.036100 8:0.910900 9:0.010800 10:1.085600 11:-0.064300 12:1.026400
1 1:0.051400 2:0.604400 3:0.161000 4:0.848100 5:0.199900 6:0.946900 7:0.113300 8:0.904200 9:0.145500 10:1.025900 11:0.150600 12:0.862900
1 1:1.028500 2:0.002200 3:1.519100 4:0.115300 5:1.891400 6:-0.066800 7:1.574600 8:0.047100 9:1.882900 10:-0.024600 11:1.660200 12:-0.058000
1 1:0.384800 2:0.280100 3:0.588600 4:0.459300 5:0.741700 6:0.438700 7:0.587600 8:0.459200 9:0.715600 10:0.490300 11:0.648300 12:0.388200
1 1:0.558100 2:0.057800 3:0.746200 4:0.246100 5:0.836900 6:0.298300 7:0.801000 8:0.183200 9:0.955000 10:0.174700 11:0.879800 12:0.089600
1 1:0.429700 2:0.182500 3:0.593900 4:0.379400 5:0.723300 6:0.381600 7:0.673100 8:0.289300 9:0.769400 10:0.343500 11:0.730800 12:0.219200
1 1:0.337600 2:0.741900 3:0.484800 4:1.221000 5:0.633500 6:1.291000 7:0.592100 8:1.088100 9:0.601000 10:1.356400 11:0.495800 12:1.201200
1 1:0.232900 2:0.628500 3:0.509400 4:0.811300 5:0.603300 6:0.895600 7:0.549600 8:0.759900 9:0.656100 10:0.852900 11:0.527200 12:0.786200
1 1:0.987200 2:-0.112600 3:1.332000 4:0.076400 5:1.548500 6:0.050100 7:1.269100 8:0.151000 9:1.585700 10:0.029800 11:1.368100 12:0.033800
1 1:0.903300 2:0.170800 3:1.453700 4:0.218600 5:1.625800 6:0.281400 7:1.394600 8:0.285900 9:1.638100 10:0.301500 11:1.507100 12:0.158200
1 1:0.108300 2:0.370400 3:0.219800 4:0.523900 5:0.197300 6:0.657900 7:0.103800 8:0.664100 9:0.272400 10:0.581500 11:0.260000 12:0.473400
1 1:0.126300 2:0.610500 3:0.265500 4:0.874800 5:0.233600 6:1.076800 7:0.183300 8:0.972600 9:0.300400 10:1.016500 11:0.196200 12:0.953200
1 1:0.203400 2:0.654300 3:0.253500 4:1.109500 5:0.315200 6:1.231200 7:0.238400 8:1.129500 9:0.380800 10:1.179800 11:0.225400 12:1.140700
1 1:0.593300 2:0.230400 3:0.952900 4:0.331900 5:1.151400 6:0.299100 7:0.982200 8:0.304200 9:1.184000 10:0.290100 11:0.972500 12:0.312000
1 1:0.342500 2:0.169900 3:0.603900 4:0.185300 5:0.560800 6:0.360600 7:0.574800 8:0.218500 9:0.606200 10:0.320500 11:0.480100 12:0.331300
1 1:0.559700 2:0.229800 3:0.884900 4:0.355100 5:1.034300 6:0.372400 7:1.094000 8:0.106900 9:1.116900 10:0.303400 11:0.856500 12:0.383000
1 1:0.502300 2:0.229600 3:0.809500 4:0.339100 5:0.864500 6:0.454600 7:0.704400 8:0.462000 9:0.843100 10:0.502500 11:0.760500 12:0.398400
1 1:0.240100 2:0.845600 3:0.280100 4:1.440500 5:0.315600 6:1.645200 7:0.498300 8:1.182000 9:0.451100 10:1.513000 11:0.434900 12:1.260300
1 1:0.444200 2:0.298900 3:0.637000 4:0.543600 5:0.821500 6:0.500300 7:0.784100 8:0.364700 9:0.779400 10:0.573000 11:0.699700 12:0.465300
1 1:0.481900 2:0.506000 3:0.701200 4:0.855900 5:0.828500 6:0.937600 7:0.694400 8:0.861500 9:0.700400 10:1.112700 11:0.727600 12:0.819300
1 1:0.470900 2:0.163700 3:0.754000 4:0.236800 5:0.916800 6:0.198700 7:0.705500 8:0.291900 9:0.879900 10:0.259700 11:0.687900 12:0.311900
1 1:0.359200 2:0.120300 3:0.589600 4:0.162800 5:0.707000 6:0.139000 7:0.623500 8:0.122400 9:0.672100 10:0.197200 11:0.608600 12:0.143900
1 1:0.315300 2:0.431000 3:0.627700 4:0.514000 5:0.622200 6:0.697400 7:0.601600 8:0.546900 9:0.729000 10:0.590400 11:0.569100 12:0.583500
1 1:0.231900 2:0.592700 3:0.302200 4:1.001700 5:0.399100 6:1.072700 7:0.405500 8:0.879500 9:0.450400 10:1.036000 11:0.311200 12:0.983900
1 1:0.439900 2:0.358100 3:0.836500 4:0.388500 5:0.907900 6:0.492300 7:0.772500 8:0.457300 9:0.792900 10:0.650700 11:0.788200 12:0.443400
1 1:0.279100 2:0.389800 3:0.305800 4:0.762200 5:0.501900 6:0.686100 7:0.430600 8:0.614500 9:0.456200 10:0.758200 11:0.497800 12:0.538800
1 1:0.245300 2:0.480800 3:0.485500 4:0.634300 5:0.626700 6:0.631600 7:0.503500 8:0.610000 9:0.637200 10:0.643000 11:0.438200 12:0.683800
1 1:0.274300 2:0.270700 3:0.518200 4:0.322600 5:0.657600 6:0.281700 7:0.433400 8:0.422200 9:0.578600 10:0.396900 11:0.579200 12:0.249000
1 1:0.339300 2:0.505500 3:0.603000 4:0.708000 5:0.705600 6:0.781400 7:0.610200 8:0.702200 9:0.724500 10:0.786400 11:0.565200 12:0.754700
2 1:1.028400 2:0.052300 3:0.344200 4:1.396500 5:0.283900 6:1.006800 7:0.387800 8:1.345500 9:0.414400 10:0.801000 11:0.379400 12:1.354100
2 1:1.145800 2:-0.046700 3:0.405600 4:0.566200 5:0.312300 6:0.458000 7:0.363600 8:0.613400 9:0.330500 10:0.413200 11:0.416700 12:0.551400
2 1:1.135400 2:-0.036600 3:0.993000 4:0.732800 5:0.739600 6:0.482900 7:1.096200 8:0.615300 9:0.775000 10:0.401600 11:1.057200 12:0.656800
2 1:0.133500 2:0.964700 3:0.048200 4:1.051100 5:0.140800 6:0.678500 7:0.036300 8:1.068100 9:0.079700 10:0.730800 11:0.164100 12:0.917900
2 1:1.002600 2:0.119800 3:0.694200 4:1.048700 5:0.566900 6:0.578700 7:0.790500 8:0.940200 9:0.687500 10:0.392900 11:0.736100 12:1.000800
2 1:1.065800 2:0.048900 3:0.975400 4:0.233900 5:0.741800 6:0.150500 7:0.824800 8:0.408700 9:0.689600 10:0.187400 11:0.841500 12:0.390200
2 1:0.197800 2:0.914000 3:0.193800 4:0.424800 5:0.060200 6:0.472200 7:0.099600 8:0.535400 9:0.072100 10:0.444700 11:0.171700 12:0.452900
2 1:0.295100 2:0.797100 3:0.209100 4:0.777500 5:0.085500 6:0.699300 7:0.198700 8:0.792300 9:0.059400 10:0.714400 11:0.103100 12:0.904300
2 1:1.114400 2:-0.014800 3:0.632100 4:0.080800 5:0.539700 6:0.041400 7:0.588000 8:0.136000 9:0.419200 10:0.171100 11:0.552300 12:0.176700
2 1:1.140600 2:-0.037600 3:0.559200 4:1.172900 5:0.398900 6:0.818800 7:0.617600 8:1.108100 9:0.403700 10:0.771700 11:0.558000 12:1.172800
2 1:1.155500 2:-0.059900 3:1.190600 4:0.298100 5:0.996300 6:-0.014300 7:1.078900 8:0.429400 9:0.870900 10:0.102600 11:1.261800 12:0.211100
2 1:0.893400 2:0.219500 3:0.439500 4:0.947500 5:0.361100 6:0.607500 7:0.392400 8:1.003200 9:0.348700 10:0.588600 11:0.444700 12:0.943300
2 1:1.089800 2:0.018200 3:0.452200 4:1.280700 5:0.279300 6:0.913900 7:0.467400 8:1.263400 9:0.481100 10:0.637900 11:0.504000 12:1.218100
2 1:1.002700 2:0.125200 3:0.616600 4:0.481400 5:0.479800 6:0.361700 7:0.708800 8:0.375500 9:0.563600 10:0.237700 11:0.623900 12:0.477200
2 1:0.644200 2:0.465700 3:0.280500 4:0.921100 5:0.306200 6:0.575400 7:0.320300 8:0.873600 9:0.342800 10:0.510700 11:0.219500 12:0.993700
2 1:1.073400 2:0.036500 3:1.302600 4:0.433400 5:0.958300 6:0.129600 7:1.387600 8:0.325400 9:0.993300 10:0.047900 11:1.318700 12:0.410400
2 1:1.082600 2:0.029000 3:0.575900 4:1.143600 5:0.358700 6:1.001100 7:0.398400 8:1.351900 9:0.369700 10:0.931100 11:0.460900 12:1.280500
2 1:1.130800 2:-0.028600 3:1.000500 4:0.738700 5:0.839000 6:0.187400 7:1.084800 8:0.637400 9:0.853400 10:0.137300 11:1.042200 12:0.683600
2 1:1.140900 2:-0.042500 3:0.585500 4:1.156300 5:0.583900 6:0.553100 7:0.687200 8:1.039200 9:0.573000 10:0.525100 11:0.618400 12:1.117100
2 1:1.184100 2:-0.091000 3:0.588200 4:0.683000 5:0.409100 6:0.527400 7:0.626400 8:0.638100 9:0.473900 10:0.427700 11:0.582500 12:0.690900
2 1:0.076000 2:1.032000 3:0.034400 4:1.042800 5:-0.015700 6:0.848600 7:0.048300 8:1.026200 9:0.091700 10:0.700700 11:-0.014200 12:1.099300
2 1:0.045800 2:0.513900 3:-0.018400 4:0.319600 5:-0.037100 6:0.300400 7:0.090800 8:0.190500 9:-0.013900 10:0.267500 11:0.015300 12:0.278500
2 1:0.301900 2:0.800500 3:0.239900 4:1.477400 5:0.168100 6:1.178700 7:0.125600 8:1.612900 9:0.199800 10:1.085000 11:0.119300 12:1.621700
2 1:1.103900 2:0.001500 3:1.563900 4:0.140800 5:1.042800 6:0.262500 7:1.342200 8:0.404200 9:0.911900 10:0.364900 11:1.385600 12:0.350800
2 1:0.141200 2:0.981400 3:0.121000 4:0.589100 5:0.052800 6:0.538100 7:0.140000 8:0.560300 9:0.144200 10:0.417100 11:0.108700 12:0.603100
2 1:1.169600 2:-0.079500 3:0.659500 4:0.330100 5:0.564700 6:0.200900 7:0.710800 8:0.264400 9:0.499000 10:0.260000 11:0.666000 12:0.324600
2 1:1.089100 2:0.021400 3:0.415200 4:0.805300 5:0.378800 6:0.518500 7:0.459700 8:0.749500 9:0.357200 10:0.519200 11:0.433200 12:0.782300
2 1:0.566600 2:0.533800 3:0.276700 4:1.301500 5:0.239800 6:0.772800 7:0.277200 8:1.298300 9:0.239000 10:0.746300 11:0.317400 12:1.256700
2 1:1.084500 2:0.025600 3:1.255700 4:0.465300 5:0.900100 6:1.065200 7:1.240200 8:0.478300 9:0.977300 10:0.754100 11:1.280700 12:0.435800
2 1:1.082000 2:0.029400 3:0.679600 4:0.177800 5:0.575500 6:0.105300 7:0.707500 8:0.140900 9:0.559500 10:0.110500 11:0.824700 12:-0.002300
2 1:1.271900 2:-0.194000 3:0.419500 4:1.021300 5:0.337900 6:0.655600 7:0.420000 8:1.027200 9:0.389400 10:0.566400 11:0.443000 12:1.001100
2 1:1.069800 2:0.040800 3:0.450700 4:0.255300 5:0.352000 6:0.234700 7:0.440300 8:0.271500 9:0.389800 10:0.177600 11:0.488000 12:0.212700
2 1:1.125000 2:-0.026400 3:1.185100 4:0.567200 5:0.930000 6:0.228500 7:1.218800 8:0.527300 9:0.838100 10:0.295300 11:1.288500 12:0.442600
2 1:1.125400 2:-0.018600 3:0.411800 4:1.341000 5:0.535800 6:0.498200 7:0.582800 8:1.137600 9:0.460100 10:0.548800 11:0.593300 12:1.129500
2 1:1.059300 2:0.054700 3:0.924500 4:0.388700 5:0.757600 6:0.176900 7:0.957800 8:0.341200 9:0.795200 10:0.109500 11:1.041500 12:0.245000
2 1:-0.019400 2:1.128400 3:0.092600 4:0.864200 5:-0.078700 6:0.861900 7:0.019400 8:0.952300 9:-0.032200 10:0.785600 11:0.127700 12:0.824700
2 1:0.344900 2:0.769800 3:0.234200 4:0.196300 5:0.137400 6:0.240600 7:0.240400 8:0.190600 9:0.117300 10:0.257400 11:0.259200 12:0.167500
2 1:1.090700 2:0.015100 3:0.453200 4:0.894700 5:0.382900 6:0.578000 7:0.456900 8:0.888600 9:0.397000 10:0.534800 11:0.570300 12:0.758100
2 1:0.262200 2:0.839300 3:0.188800 4:0.799800 5:0.206200 6:0.555900 7:0.233000 8:0.746500 9:0.106500 10:0.655800 11:0.110700 12:0.896200
2 1:0.857100 2:0.237300 3:0.347600 4:0.959600 5:0.294900 6:0.643000 7:0.360500 8:0.937200 9:0.239600 10:0.678700 11:0.468800 12:0.811500
2 1:0.791800 2:0.307700 3:0.513400 4:0.991900 5:0.270000 6:0.747300 7:0.452100 8:1.058100 9:0.253500 10:0.735200 11:0.420800 12:1.096100
2 1:1.096400 2:0.012600 3:0.896600 4:0.342100 5:0.682200 6:0.230100 7:0.866400 8:0.378800 9:0.695600 10:0.186000 11:0.898200 12:0.344700
2 1:1.167900 2:-0.076700 3:1.151900 4:0.565700 5:0.823400 6:1.057900 7:1.061100 8:0.677800 9:0.629200 10:1.053300 11:1.050300 12:0.694200
2 1:1.111500 2:-0.006900 3:0.570100 4:1.157500 5:0.438100 6:1.535200 7:0.456000 8:1.290200 9:0.436000 10:1.382700 11:0.576100 12:1.156000
2 1:1.164700 2:-0.069700 3:0.355300 4:1.395300 5:0.334900 6:1.135600 7:0.470200 8:1.253800 9:0.348700 10:1.043500 11:0.465500 12:1.262100
2 1:0.863500 2:0.241600 3:0.326800 4:0.743700 5:0.319400 6:0.495800 7:0.448400 8:0.597400 9:0.331200 10:0.461800 11:0.334200 12:0.733200
2 1:1.148100 2:-0.054100 3:0.784200 4:0.259000 5:0.684400 6:0.111000 7:0.814800 8:0.222000 9:0.708900 10:0.064100 11:0.886200 12:0.143700
2 1:1.116000 2:-0.014900 3:1.075900 4:0.628100 5:0.651800 6:0.917900 7:0.900200 8:0.835600 9:0.632500 10:0.844200 11:0.874800 12:0.859500
